run_id,run_type,icm_weight,rnd_weight,extrinsic_weight,seed,final_performance,final_achievements,history_file,alpha_history_file
curriculum_icm+rnd_seed3_alpha20,curriculum,0.0,0.625,0.375,3,1.0,14.02734375,histories/curriculum_icm+rnd_seed3_alpha20.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha20.csv
curriculum_icm+rnd_seed3_alpha21,curriculum,0.75,0.0,0.25,3,0.99609375,7.5,histories/curriculum_icm+rnd_seed3_alpha21.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha21.csv
curriculum_icm+rnd_seed3_alpha22,curriculum,0.625,0.125,0.25,3,1.0,7.76171875,histories/curriculum_icm+rnd_seed3_alpha22.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha22.csv
curriculum_icm+rnd_seed3_alpha23,curriculum,0.5,0.25,0.25,3,1.0,7.7890625,histories/curriculum_icm+rnd_seed3_alpha23.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha23.csv
curriculum_icm+rnd_seed3_alpha24,curriculum,0.375,0.375,0.25,3,1.0,8.53125,histories/curriculum_icm+rnd_seed3_alpha24.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha24.csv
curriculum_icm+rnd_seed3_alpha25,curriculum,0.25,0.5,0.25,3,1.00390625,13.87109375,histories/curriculum_icm+rnd_seed3_alpha25.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha25.csv
curriculum_icm+rnd_seed3_alpha26,curriculum,0.125,0.625,0.25,3,1.0,14.57421875,histories/curriculum_icm+rnd_seed3_alpha26.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha26.csv
curriculum_icm+rnd_seed3_alpha27,curriculum,0.0,0.75,0.25,3,1.0,14.0625,histories/curriculum_icm+rnd_seed3_alpha27.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha27.csv
curriculum_icm+rnd_seed3_alpha28,curriculum,0.875,0.0,0.125,3,0.99609375,7.140625,histories/curriculum_icm+rnd_seed3_alpha28.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha28.csv
curriculum_icm+rnd_seed3_alpha29,curriculum,0.75,0.125,0.125,3,1.0,7.21484375,histories/curriculum_icm+rnd_seed3_alpha29.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha29.csv
curriculum_icm+rnd_seed3_alpha30,curriculum,0.625,0.25,0.125,3,1.0,7.6953125,histories/curriculum_icm+rnd_seed3_alpha30.csv,alpha_histories/curriculum_icm+rnd_seed3_alpha30.csv
